    -0.40   1.289081805   0.699998217   -0.820862221   -193.8759924579
    -0.35   1.286626595   0.698668099   -0.810196614   -193.9525098994
    -0.30   1.284174419   0.697336425   -0.805206434   -194.0076381808
    -0.25   1.281679157   0.695981138   -0.805893181   -194.0466899473
    -0.20   1.279125457   0.694594089   -0.812377308   -194.0736039082
    -0.15   1.276517418   0.693177551   -0.824834552   -194.0913296179
    -0.10   1.273871921   0.691740857   -0.843445830   -194.1020952143
    -0.05   1.271214198   0.690297616   -0.868358131   -194.1075964218
     0.00   1.268574554   0.688864317   -0.899652652   -194.1091315845
     0.05   1.265985560   0.687458645   -0.937322434   -194.1076988941
     0.10   1.263479520   0.686098038   -0.981257851   -194.1040677231
     0.15   1.261086618   0.684798884   -1.031237769   -194.0988321857
     0.20   1.258833968   0.683575887   -1.086923396   -194.0924518750
     0.25   1.256744986   0.682441743   -1.147854325   -194.0852829148
     0.30   1.254838816   0.681406770   -1.213448707   -194.0776015903
     0.35   1.253129904   0.680478759   -1.283008213   -194.0696223409
     0.40   1.251626547   0.679662179   -1.355729800   -194.0615115086
     0.45   1.250330805   0.678958106   -1.430631402   -194.0533978388
     0.50   1.249239859   0.678365003   -1.506917949   -194.0453805502
     0.55   1.248347076   0.677879197   -1.583493991   -194.0375355691
     0.60   1.247644059   0.677496136   -1.659325017   -194.0299204646
     0.65   1.247123011   0.677211548   -1.733381530   -194.0225784221
     0.70   1.246684647   0.677020957   -1.804670519   -194.0155414574
     0.75   1.246495565   0.676920208   -1.872272957   -194.0088329429
     0.80   1.246389137   0.676846446   -1.935273392   -194.0024695252
     0.85   1.246513473   0.676921775   -1.993148935   -193.9964627126
     0.90   1.246785267   0.677078754   -2.045303960   -193.9908199955
