    -0.40   0.100544661   -0.909618427   -1.175368876   -193.6326139692
    -0.35   0.096625286   -0.951683009   -1.131973219   -193.7982525943
    -0.30   0.093189862   -0.993705095   -1.091603727   -193.9119271946
    -0.25   0.090222656   -1.035655533   -1.054070594   -193.9889753693
    -0.20   0.087706746   -1.077145470   -1.019375192   -194.0399932442
    -0.15   0.085629295   -1.117563895   -0.987667661   -194.0723997980
    -0.10   0.084002389   -1.156149611   -0.959197214   -194.0914623379
    -0.05   0.082847656   -1.192061653   -0.934273923   -194.1009666436
     0.00   0.082191320   -1.224412817   -0.913248437   -194.1036553029
     0.05   0.082061549   -1.252287456   -0.896499099   -194.1015246976
     0.10   0.082486900   -1.274760028   -0.884417015   -194.0960349349
     0.15   0.083494306   -1.290868878   -0.877330653   -194.0882595495
     0.20   0.085107556   -1.299838043   -0.875689586   -194.0789915277
     0.25   0.087345110   -1.300805622   -0.879778476   -194.0688185811
     0.30   0.090218520   -1.293043276   -0.889862609   -194.0581772191
     0.35   0.093765998   -1.275903758   -0.906125204   -194.0473920393
     0.40   0.097920163   -1.249022828   -0.928650782   -194.0367042069
     0.45   0.102685816   -1.212148560   -0.957390623   -194.0262919928
     0.50   0.108054301   -1.165319154   -0.992146661   -194.0162856152
     0.55   0.113889536   -1.108857626   -1.032557782   -194.0067783291
     0.60   0.120203853   -1.043388343   -1.078092377   -193.9978348358
     0.65   0.126876678   -0.969827057   -1.128058955   -193.9894976874
     0.70   0.133819514   -0.889337674   -1.181632268   -193.9817920616
