    -0.20   -20.00   -0.966673646   1.296027869   1.017578788   -233.2916761466
    -0.20   -15.00   -0.981746310   1.191249605   0.991652395   -233.2977829934
    -0.20   -10.00   -0.990840451   1.092222141   0.964036581   -233.3021295343
    -0.20   -5.00   -0.993584336   0.999053177   0.934542457   -233.3048462648
    -0.20    0.00   -0.989595452   0.911914295   0.902996340   -233.3060668084
    -0.20    5.00   -0.978498059   0.831034756   0.869247693   -233.3059301253
    -0.20   10.00   -0.959933648   0.756691504   0.833172428   -233.3045824890
    -0.20   15.00   -0.933567105   0.689198203   0.794672880   -233.3021792935
    -0.20   20.00   -0.899089040   0.628894532   0.753675641   -233.2988867483
    -0.15   -20.00   -0.984542271   1.284195692   1.024423163   -233.3239403630
    -0.15   -15.00   -1.000814432   1.174731127   0.997654301   -233.3299454608
    -0.15   -10.00   -1.010851538   1.070782091   0.968962336   -233.3341841307
    -0.15   -5.00   -1.014264596   0.972460401   0.938149429   -233.3367889354
    -0.15    0.00   -1.010652856   0.879955434   0.905036864   -233.3378951118
    -0.15    5.00   -0.999627574   0.793521839   0.869474704   -233.3376426591
    -0.15   10.00   -0.980825476   0.713466707   0.831345939   -233.3361782411
    -0.15   15.00   -0.953914836   0.640138265   0.790566585   -233.3336570931
    -0.15   20.00   -0.918595689   0.573916896   0.747082513   -233.3302449096
    -0.10   -20.00   -1.001216810   1.275560993   1.031616620   -233.3431636265
    -0.10   -15.00   -1.018517886   1.161478308   1.003924897   -233.3490442577
    -0.10   -10.00   -1.029418053   1.052649035   0.974122317   -233.3531562958
    -0.10   -5.00   -1.033493663   0.949171214   0.941985586   -233.3556335491
    -0.10    0.00   -1.030310282   0.851238983   0.907317010   -233.3566122735
    -0.10    5.00   -1.019453577   0.759122378   0.869956383   -233.3562329472
    -0.10   10.00   -1.000545667   0.673149273   0.829784989   -233.3546420525
    -0.10   15.00   -0.973250601   0.593693260   0.786724606   -233.3519940586
    -0.10   20.00   -0.937271234   0.521166613   0.740733513   -233.3484534997
    -0.05   -20.00   -1.016278332   1.270166707   1.038920245   -233.3530551146
    -0.05   -15.00   -1.034391658   1.151613295   1.010223787   -233.3587922840
    -0.05   -10.00   -1.046039481   1.038031224   0.979283245   -233.3627623727
    -0.05   -5.00   -1.050741579   0.929486877   0.945830844   -233.3650998266
    -0.05    0.00   -1.048012039   0.826167269   0.909635097   -233.3659414227
    -0.05    5.00   -1.037397564   0.728347167   0.870513892   -233.3654275896
    -0.05   10.00   -1.018496781   0.636364500   0.828337564   -233.3637040342
    -0.05   15.00   -0.990963145   0.550606054   0.783025978   -233.3609237978
    -0.05   20.00   -0.954497978   0.471502884   0.734542775   -233.3572495140
    0.00   -20.00   -1.029278020   1.268090081   1.046087679   -233.3562980736
    0.00   -15.00   -1.047947191   1.145288281   1.016305584   -233.3618766085
    0.00   -10.00   -1.060194532   1.027164008   0.984208143   -233.3656929021
    0.00   -5.00   -1.065457909   0.913737373   0.949462091   -233.3678816488
    0.00    0.00   -1.063179420   0.805176914   0.911786565   -233.3685797447
    0.00    5.00   -1.052853217   0.701751808   0.870965564   -233.3679270766
    0.00   10.00   -1.034046080   0.603798225   0.826849752   -233.3660679876
    0.00   15.00   -1.006397124   0.511701268   0.779349548   -233.3631533949
    0.00   20.00   -0.969604311   0.425892639   0.728426897   -233.3593432436
    0.05   -20.00   -1.039747290   1.269432760   1.052867808   -233.3548418022
    0.05   -15.00   -1.058684009   1.142673963   1.021922930   -233.3602502906
    0.05   -10.00   -1.071354846   1.020298460   0.988659229   -233.3639043450
    0.05   -5.00   -1.077085372   0.902267849   0.952655938   -233.3659387189
    0.05    0.00   -1.075224136   0.788723517   0.913566254   -233.3664901270
    0.05    5.00   -1.065199252   0.679919661   0.871129273   -233.3656974768
    0.05   10.00   -1.046538418   0.576178154   0.825167099   -233.3637031836
    0.05   15.00   -1.018864517   0.477865617   0.775574481   -233.3606553407
    0.05   20.00   -0.981874139   0.385392187   0.722304983   -233.3567103754
    0.10   -20.00   -1.047208257   1.274307714   1.059006232   -233.3501087281
    0.10   -15.00   -1.066102452   1.143945936   1.026829307   -233.3553392676
    0.10   -10.00   -1.078998068   1.017685548   0.992401691   -233.3588257964
    0.10   -5.00   -1.085074706   0.895422111   0.955192001   -233.3607031388
    0.10    0.00   -1.083564354   0.777263781   0.914771728   -233.3611076387
    0.10    5.00   -1.073815334   0.663441863   0.870824200   -233.3601768631
    0.10   10.00   -1.055311237   0.554252391   0.823136110   -233.3580507797
    0.10   15.00   -1.027658895   0.450025651   0.771580192   -233.3548739679
    0.10   20.00   -0.990558923   0.351125055   0.716097085   -233.3507984735
    0.15   -20.00   -1.051078679   1.282824737   1.064247581   -233.3431420284
    0.15   -15.00   -1.069614232   1.149268603   1.030781913   -233.3481898190
    0.15   -10.00   -1.082622543   1.019559269   0.995206747   -233.3515063291
    0.15   -5.00   -1.088899644   0.893523444   0.956856715   -233.3532266538
    0.15    0.00   -1.087639798   0.771234011   0.915206735   -233.3534867062
    0.15    5.00   -1.078098642   0.652894128   0.869874750   -233.3524224464
    0.15   10.00   -1.059711384   0.538764057   0.820606191   -233.3501709205
    0.15   15.00   -1.032072036   0.429122013   0.767248897   -233.3468725154
    0.15   20.00   -0.994893276   0.324258523   0.709726505   -233.3426740301
    0.20   -20.00   -1.051098452   1.295078596   1.068192882   -233.3347100232
    0.20   -15.00   -1.068953943   1.158782413   1.033405599   -233.3395728806
    0.20   -10.00   -1.081647991   1.026120176   0.996854692   -233.3427192459
