    -0.20   -0.20   -0.878232918   0.679718587   -1.222270746   -194.0042185253
    -0.20   -0.15   -0.888443027   0.687617177   -1.213572309   -194.0222292781
    -0.20   -0.10   -0.902696888   0.698441555   -1.203361403   -194.0331890185
    -0.20   -0.05   -0.920944966   0.712315382   -1.191637711   -194.0388102437
    -0.20    0.00   -0.943149012   0.729299592   -1.178424522   -194.0404041697
    -0.20    0.05   -0.969233290   0.749406195   -1.163770403   -194.0389792080
    -0.20    0.10   -0.999074731   0.772591865   -1.147748690   -194.0353130619
    -0.20    0.15   -1.032496916   0.798755121   -1.130456370   -194.0300067587
    -0.20    0.20   -1.069265580   0.827734397   -1.112013031   -194.0235257144
    -0.15   -0.20   -0.911063789   0.686827928   -1.192011092   -194.0362543069
    -0.15   -0.15   -0.921454265   0.694789215   -1.183308773   -194.0542781016
    -0.15   -0.10   -0.935931033   0.705681695   -1.173059390   -194.0652514738
    -0.15   -0.05   -0.954446697   0.719639093   -1.161260328   -194.0708868310
    -0.15    0.00   -0.976964824   0.736723795   -1.147933690   -194.0724953107
    -0.15    0.05   -1.003410577   0.756948487   -1.133127556   -194.0710852472
    -0.15    0.10   -1.033660758   0.780270403   -1.116915597   -194.0674342692
    -0.15    0.15   -1.067537936   0.806587960   -1.099396042   -194.0621433238
    -0.15    0.20   -1.104805615   0.835739117   -1.080690481   -194.0556777454
    -0.10   -0.20   -0.942646639   0.693852216   -1.164457329   -194.0550687508
    -0.10   -0.15   -0.953169432   0.701844855   -1.155805323   -194.0731062489
    -0.10   -0.10   -0.967819541   0.712780138   -1.145571370   -194.0840937921
    -0.10   -0.05   -0.986552398   0.726794231   -1.133750650   -194.0897437016
    -0.10    0.00   -1.009333775   0.743950722   -1.120363570   -194.0913670386
    -0.10    0.05   -1.036090035   0.764263630   -1.105457549   -194.0899720697
    -0.10    0.10   -1.066698335   0.787690718   -1.089106362   -194.0863363562
    -0.10    0.15   -1.100980460   0.814130792   -1.071409202   -194.0810607803
    -0.10    0.20   -1.138698272   0.843421752   -1.052489528   -194.0746106064
    -0.05   -0.20   -0.972320227   0.700538505   -1.139842520   -194.0644155685
    -0.05   -0.15   -0.982919300   0.708536050   -1.131300993   -194.0824674521
    -0.05   -0.10   -0.997684533   0.719485915   -1.121143122   -194.0934697364
    -0.05   -0.05   -1.016574987   0.733526247   -1.109361340   -194.0991346565
    -0.05    0.00   -1.039559018   0.750722510   -1.095974372   -194.1007732041
    -0.05    0.05   -1.066564711   0.771089935   -1.081028506   -194.0993935833
    -0.05    0.10   -1.097469861   0.794587418   -1.064597448   -194.0957732988
    -0.05    0.15   -1.132096022   0.821114279   -1.046781104   -194.0905131778
    -0.05    0.20   -1.170203643   0.850508720   -1.027704585   -194.0840784270
     0.00   -0.20   -0.999389592   0.706636710   -1.118426930   -194.0670140042
     0.00   -0.15   -1.010000285   0.714609575   -1.110063016   -194.0850809877
     0.00   -0.10   -1.024812796   0.725542688   -1.100049336   -194.0960986285
     0.00   -0.05   -1.043790940   0.739575718   -1.088375428   -194.1017790739
     0.00    0.00   -1.066906101   0.756776035   -1.075057881   -194.1034332491
     0.00    0.05   -1.094088470   0.777160473   -1.060141769   -194.1020693041
     0.00    0.10   -1.125216949   0.800689181   -1.043700377   -194.0984646960
     0.00    0.15   -1.160113195   0.827262516   -1.025834149   -194.0932202074
     0.00    0.20   -1.198536774   0.856719346   -1.006669653   -194.0868010011
     0.05   -0.20   -1.023139418   0.711894152   -1.100490548   -194.0648431055
     0.05   -0.15   -1.033687276   0.719810814   -1.092378643   -194.0829259468
     0.05   -0.10   -1.048469161   0.730692892   -1.082585393   -194.0939596134
     0.05   -0.05   -1.067454072   0.744681687   -1.071097209   -194.0996561647
     0.05    0.00   -1.090616885   0.761846627   -1.057928318   -194.1013264633
     0.05    0.05   -1.117890301   0.782206411   -1.043122224   -194.0999786123
     0.05    0.10   -1.149154609   0.805722785   -1.026751624   -194.0963900304
     0.05    0.15   -1.184232092   0.832297477   -1.008917423   -194.0911614666
     0.05    0.20   -1.222881780   0.861770336   -0.989747297   -194.0847580515
     0.10   -0.20   -1.042849430   0.716057987   -1.086322408   -194.0593499166
     0.10   -0.15   -1.053249876   0.723885482   -1.078544007   -194.0774494163
     0.10   -0.10   -1.067912951   0.734679654   -1.069055600   -194.0884998371
     0.10   -0.05   -1.086812392   0.748584194   -1.057840154   -194.0942131499
     0.10    0.00   -1.109926789   0.765670831   -1.044909361   -194.0959001574
     0.10    0.05   -1.137191682   0.785960389   -1.030305055   -194.0945689219
     0.10    0.10   -1.168489227   0.809416501   -1.014099144   -194.0909968335
     0.10    0.15   -1.203642514   0.835942466   -0.996392676   -194.0857846182
     0.10    0.20   -1.242410580   0.865379600   -0.977314533   -194.0793973869
     0.15   -0.20   -1.057811061   0.718884246   -1.076206753   -194.0515979666
     0.15   -0.15   -1.067969373   0.726589565   -1.068849885   -194.0697149653
     0.15   -0.10   -1.082415810   0.737256643   -1.059758457   -194.0807829267
     0.15   -0.05   -1.101126433   0.751034153   -1.048911800   -194.0865137313
     0.15    0.00   -1.124083916   0.767996331   -1.036318897   -194.0882181244
     0.15    0.05   -1.151226770   0.788166276   -1.022019846   -194.0869041340
     0.15    0.10   -1.182439339   0.811509736   -1.006085664   -194.0833491302
     0.15    0.15   -1.217545878   0.837931989   -0.988617450   -194.0781538283
     0.15    0.20   -1.256305519   0.867275995   -0.969745189   -194.0717833336
     0.20   -0.20   -1.067270276   0.720133280   -1.070408638   -194.0423724517
     0.20   -0.15   -1.077082991   0.727684560   -1.063566519   -194.0605078189
     0.20   -0.10   -1.091207165   0.738183722   -1.054970899   -194.0715941547
     0.20   -0.05   -1.109615790   0.751789469   -1.044597161   -194.0773432475
     0.20    0.00   -1.132295972   0.768578502   -1.032451615   -194.0790657880
     0.20    0.05   -1.159189506   0.788576374   -1.018572520   -194.0777697759
     0.20    0.10   -1.190183334   0.811751137   -1.003030088   -194.0742325716
     0.20    0.15   -1.225103135   0.838010243   -0.985925438   -194.0690548926
     0.20    0.20   -1.263708659   0.867198670   -0.967389674   -194.0627018543
