    -50.00   -0.501530663   0.831252402   -2.262499972   -194.0124140014
    -45.00   -0.594761493   0.834036712   -2.119218986   -194.0319671443
    -40.00   -0.680834465   0.832978700   -1.982260753   -194.0484766818
    -35.00   -0.759171773   0.829327796   -1.852476960   -194.0624205772
    -30.00   -0.829574621   0.823755507   -1.729344366   -194.0740599825
    -25.00   -0.891764107   0.816655619   -1.611818601   -194.0835615761
    -20.00   -0.945409309   0.808143921   -1.498667007   -194.0910565316
    -15.00   -0.990137084   0.798135848   -1.388983144   -194.0966666657
    -10.00   -1.025594119   0.786450073   -1.282072952   -194.1005145659
     -5.00   -1.051262824   0.772738238   -1.177499509   -194.1027264913
      0.00   -1.066916827   0.756764769   -1.075058153   -194.1034332499
      5.00   -1.072199699   0.738183118   -0.974721665   -194.1027711006
     10.00   -1.066814869   0.716681972   -0.876604354   -194.1008832894
     15.00   -1.050466466   0.691962712   -0.780931853   -194.0979220636
     20.00   -1.022837561   0.663737307   -0.688025383   -194.0940509170
     25.00   -0.983574070   0.631721845   -0.598302075   -194.0894467725
     30.00   -0.932284108   0.595637647   -0.512291095   -194.0843017833
     35.00   -0.868568480   0.555219404   -0.430663133   -194.0788242807
     40.00   -0.792085519   0.510247730   -0.354260456   -194.0732383376
     45.00   -0.702650659   0.460592799   -0.284115428   -194.0677813150
     50.00   -0.600365823   0.406270248   -0.221447056   -194.0626985904
     55.00   -0.485771956   0.347506237   -0.167624097   -194.0582346074
     60.00   -0.360004616   0.284802874   -0.124082571   -194.0546197197
     65.00   -0.224908926   0.218982397   -0.092192390   -194.0520531502
     70.00   -0.083063306   0.151182364   -0.073094409   -194.0506838889
